Part Number,Shaft Size,Seal Type,Bearing Type,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,CAD,LinkToPart,Shaft Size,Seal Type,Bearing Type,Support Type,Series Type,Pillow/Plummer Block Style,Bolt Size,Bearing Number,Housing,Support Reference,Bearing UPC,Dimension H,Dimension H2,Dimension J1,Dimension J2,Dimension L,Dimension M,Housing Width,Cr - Dynamic Load Rating,Cor - Static Load Rating,Maximum Speed,Note,Dimension K
LSE215BXHSAFQFS,2 15/16 in,Felt Type ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse215bxhsafqfs,2 15/16 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE215BX,LSE215HX,SAFQ04-2B,013992026071,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE215BRHSAFQAFS,2 15/16 in,Felt Type ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse215brhsafqafs,2 15/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE215BR,LSE215HR,SAFQ04A-2B,013992026064,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE215BRHSAFQA-4BFS,2 15/16 in,Felt Type ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse215brhsafqa-4bfs,2 15/16 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE215BR,LSE215HR,SAFQ04A-4B,013992026064,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
LSE215BRHSAFQFS,2 15/16 in,Felt Type ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse215brhsafqfs,2 15/16 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE215BR,LSE215HR,SAFQ04-2B,013992026064,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BXHSAFQA,3 in,Felt Type ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300bxhsafqa,3 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BX,LSE300HX,SAFQ04A-2B,013992026156,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BXHSAFQA-4B,3 in,Felt Type ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300bxhsafqa-4b,3 in,Felt Type,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE300BX,LSE300HX,SAFQ04A-4B,013992026156,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
LSE300BXHSAFQ,3 in,Felt Type ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300bxhsafq,3 in,Felt Type,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BX,LSE300HX,SAFQ04-2B,013992026156,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BRHSAFQA,3 in,Felt Type ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300brhsafqa,3 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BR,LSE300HR,SAFQ04A-2B,013992026149,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BRHSAFQA-4B,3 in,Felt Type ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300brhsafqa-4b,3 in,Felt Type,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE300BR,LSE300HR,SAFQ04A-4B,013992026149,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
LSE300BRHSAFQ,3 in,Felt Type ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300brhsafq,3 in,Felt Type,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BR,LSE300HR,SAFQ04-2B,013992026149,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BXHSAFQAKPS,3 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300bxhsafqakps,3 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BX,LSE300HX,SAFQ04A-2B,013992026156,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BXHSAFQA-4BKPS,3 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300bxhsafqa-4bkps,3 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE300BX,LSE300HX,SAFQ04A-4B,013992026156,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
LSE300BXHSAFQKPS,3 in,Kevlar Packing Seal ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300bxhsafqkps,3 in,Kevlar Packing Seal,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BX,LSE300HX,SAFQ04-2B,013992026156,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BRHSAFQAKPS,3 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300brhsafqakps,3 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BR,LSE300HR,SAFQ04A-2B,013992026149,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BRHSAFQA-4BKPS,3 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300brhsafqa-4bkps,3 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE300BR,LSE300HR,SAFQ04A-4B,013992026149,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
LSE300BRHSAFQKPS,3 in,Kevlar Packing Seal ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300brhsafqkps,3 in,Kevlar Packing Seal,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BR,LSE300HR,SAFQ04-2B,013992026149,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BXHSAFQARSS,3 in,Viton Single Lip ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300bxhsafqarss,3 in,Viton Single Lip,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BX,LSE300HX,SAFQ04A-2B,013992026156,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BXHSAFQA-4BRSS,3 in,Viton Single Lip ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300bxhsafqa-4brss,3 in,Viton Single Lip,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE300BX,LSE300HX,SAFQ04A-4B,013992026156,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
LSE300BXHSAFQRSS,3 in,Viton Single Lip ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300bxhsafqrss,3 in,Viton Single Lip,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BX,LSE300HX,SAFQ04-2B,013992026156,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BRHSAFQARSS,3 in,Viton Single Lip ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300brhsafqarss,3 in,Viton Single Lip,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BR,LSE300HR,SAFQ04A-2B,013992026149,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BRHSAFQA-4BRSS,3 in,Viton Single Lip ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300brhsafqa-4brss,3 in,Viton Single Lip,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE300BR,LSE300HR,SAFQ04A-4B,013992026149,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
LSE300BRHSAFQRSS,3 in,Viton Single Lip ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300brhsafqrss,3 in,Viton Single Lip,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BR,LSE300HR,SAFQ04-2B,013992026149,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BXHSAFQAHTPS,3 in,High Temperature Packing ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300bxhsafqahtps,3 in,High Temperature Packing,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BX,LSE300HX,SAFQ04A-2B,013992026156,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BXHSAFQA-4BHTPS,3 in,High Temperature Packing ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300bxhsafqa-4bhtps,3 in,High Temperature Packing,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE300BX,LSE300HX,SAFQ04A-4B,013992026156,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
LSE300BXHSAFQHTPS,3 in,High Temperature Packing ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300bxhsafqhtps,3 in,High Temperature Packing,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BX,LSE300HX,SAFQ04-2B,013992026156,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BRHSAFQAHTPS,3 in,High Temperature Packing ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300brhsafqahtps,3 in,High Temperature Packing,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BR,LSE300HR,SAFQ04A-2B,013992026149,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BRHSAFQA-4BHTPS,3 in,High Temperature Packing ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300brhsafqa-4bhtps,3 in,High Temperature Packing,Split Cylindrical Retained Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE300BR,LSE300HR,SAFQ04A-4B,013992026149,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
LSE300BRHSAFQHTPS,3 in,High Temperature Packing ,Split Cylindrical Retained Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300brhsafqhtps,3 in,High Temperature Packing,Split Cylindrical Retained Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BR,LSE300HR,SAFQ04-2B,013992026149,3-3/4 in,8.2 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.4 in/112 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BXHSAFQAATL,3 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300bxhsafqaatl,3 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Two-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"2 x 3/4""",LSE300BX,LS4HXTL,SAFQ04A-2B,013992026156,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.5 in/114 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",
LSE300BXHSAFQA-4BATL,3 in,Aluminium Triple Labyrinth ,Split Cylindrical Expansion Type ,31041 lbf / 138000 N,36179 lbf / 160800 N,3310 rpm,,https://cad.timken.com/item/split-cylindrical-roller-bearing-light-series-plum/split-cylindrical-roller-bearing-light-series-safq/lse300bxhsafqa-4batl,3 in,Aluminium Triple Labyrinth,Split Cylindrical Expansion Type,Four-Bolt Plummer Block,Light Series,Split Cylindrical Housed Unit - SAFQ,"4 x 5/8""",LSE300BX,LS4HXTL,SAFQ04A-4B,013992026156,3-1/2 in,7.95 in,10-31/32 in,9-7/8 in,12-19/32 in,3-1/2 in,4.5 in/114 mm,31041 lbf/138000 N,36179 lbf/160800 N,3310 rpm,"Timken offers a wide range of sealing options including:  KPS, RSS, ATL and HTPS seals.

Please review for more options.",2-1/8 in
